,STN,WBAN,Date,TEMP,COUNT_1,DEWP,COUNT_2,SLP,COUNT_3,STP,COUNT_4,VISIB,COUNT_5,WDSP,COUNT_6,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,Temp_C,Consommation,Thermique,Eolien,Solaire,Hydraulique,Bioénergies,Ech. physiques
695,71560,99999,2015-12-27,48.7,24,43.4,24,1028.0,24,1018.4,24,10.6,24,4.3,24,7.0,,55.6,45.0,0.00G,,0,9.28,7660.12,293.71,9.81,4.17,10.12,125.56,7216.6
696,71560,99999,2015-12-28,46.9,24,40.1,24,1022.8,24,1013.2,24,11.4,24,5.0,24,8.9,,52.9,41.4,0.00G,,0,8.28,8854.08,293.04,9.08,4.17,10.33,128.85,8408.75
697,71560,99999,2015-12-29,49.2,24,42.9,24,1025.0,24,1015.5,24,12.2,24,6.0,24,9.9,,54.5,44.1,0.02G,,10000,9.56,8807.46,288.67,13.54,2.73,10.15,127.73,8364.58
698,71560,99999,2015-12-30,47.1,23,39.9,23,1021.3,23,1011.7,23,12.3,23,7.1,23,9.9,,52.7,42.8,0.01G,,0,8.39,9046.38,289.52,12.33,3.17,9.71,144.02,8587.81
699,71560,99999,2015-12-31,48.5,24,41.6,24,1021.0,24,1011.5,24,11.4,24,5.1,24,7.0,,53.8,45.0,0.07G,,10000,9.17,8779.73,290.6,12.62,4.19,9.88,151.15,8311.27
700,71560,99999,2016-01-01,44.1,24,41.0,24,1020.2,24,1010.6,24,9.5,24,5.1,24,9.9,,47.7,40.1,0.00G,,10000,6.72,8316.33,307.77,7.98,1.15,9.81,147.73,7842.23
701,71560,99999,2016-01-02,48.4,24,42.6,24,1008.6,24,999.1,24,11.9,24,8.3,24,12.0,,51.6,44.4,0.06G,,10000,9.11,8419.83,302.08,20.77,1.88,9.46,140.33,7945.38
702,71560,99999,2016-01-03,45.1,24,41.0,24,1000.6,24,991.2,24,10.8,24,8.6,24,13.0,,48.4,42.8,0.06G,,10000,7.28,8769.44,302.29,20.1,0.6,9.75,144.06,8292.56
703,71560,99999,2016-01-04,45.4,24,40.0,24,991.3,24,982.0,24,11.8,24,7.1,24,11.1,,50.7,42.6,0.33G,,0,7.44,9979.52,410.33,18.65,3.54,10.58,136.65,9399.67
704,71560,99999,2016-01-05,45.3,23,40.2,23,992.1,23,982.8,23,12.0,23,8.3,23,9.9,,48.9,42.4,0.00G,,10000,7.39,10409.67,404.44,21.81,1.33,11.5,147.85,9822.6
705,71560,99999,2016-01-06,46.4,24,41.3,24,997.9,24,988.5,24,12.3,24,5.8,24,8.0,,50.5,44.4,0.02G,,0,8.0,10236.12,407.17,8.85,1.81,12.27,149.77,9656.27
706,71560,99999,2016-01-07,46.6,24,39.1,24,996.2,24,986.9,24,11.5,24,9.3,24,15.0,,53.6,43.0,0.02G,,10000,8.11,10192.29,413.92,20.12,3.12,12.17,147.38,9595.44
707,71560,99999,2016-01-08,42.5,24,38.0,24,1004.5,24,995.0,24,10.8,24,3.6,24,6.0,,47.1,38.5,0.22G,,0,5.83,10473.33,421.6,1.52,2.46,11.25,143.06,9893.56
708,71560,99999,2016-01-09,46.7,24,41.9,24,999.2,24,989.8,24,8.1,24,7.0,24,9.9,,52.7,39.6,0.00G,,110000,8.17,9281.58,406.92,13.6,3.29,12.52,142.0,8703.29
709,71560,99999,2016-01-10,43.0,24,39.0,24,993.9,24,984.5,24,12.0,24,6.5,24,11.1,,50.7,39.4,0.14G,,10000,6.11,9254.38,405.81,20.29,1.0,11.75,144.17,8671.12
710,71560,99999,2016-01-11,45.4,24,40.0,24,989.2,24,979.9,24,11.4,24,8.2,24,13.0,,48.4,39.0,0.25G,,10000,7.44,10421.81,411.79,25.4,1.42,11.62,134.44,9837.21
711,71560,99999,2016-01-12,44.0,24,36.3,24,1003.2,24,993.7,24,12.3,24,9.9,24,13.0,,47.1,41.9,0.03G,,10000,6.67,10691.12,445.83,26.0,2.46,11.98,132.6,10072.19
712,71560,99999,2016-01-13,41.6,24,33.3,24,1017.9,24,1008.3,24,12.3,24,7.4,24,13.0,,45.3,38.1,0.00G,,0,5.33,11101.67,530.52,16.06,2.96,11.31,133.4,10407.31
713,71560,99999,2016-01-14,40.8,24,34.3,24,1011.0,24,1001.4,24,12.0,24,6.5,24,8.9,,46.6,37.8,0.00G,,10000,4.89,11142.75,544.19,16.19,2.98,11.83,132.73,10434.58
714,71560,99999,2016-01-15,38.5,24,28.8,24,1019.4,24,1009.7,24,12.4,24,7.7,24,15.0,,42.4,36.3,0.11G,,0,3.61,11484.67,539.1,13.67,4.02,10.83,136.56,10780.4
715,71560,99999,2016-01-16,38.4,24,29.2,24,1028.0,24,1018.2,24,12.3,24,5.1,24,8.9,,42.6,34.2,0.00G,,0,3.56,10790.21,555.33,7.92,3.73,11.25,143.71,10068.08
716,71560,99999,2016-01-17,37.8,24,29.2,24,1027.0,24,1017.1,24,11.9,24,3.7,24,7.0,,41.2,32.7,0.00G,,0,3.22,10548.79,557.0,1.83,1.58,11.0,146.77,9830.52
717,71560,99999,2016-01-18,31.1,24,21.7,24,1016.4,24,1006.5,24,12.3,24,5.9,24,8.0,,37.9,28.9,0.00G,,0,-0.5,12305.58,683.94,6.21,2.96,10.9,137.35,11464.29
718,71560,99999,2016-01-19,31.7,23,23.2,23,1016.0,23,1006.2,23,9.7,23,2.6,23,4.1,,34.9,27.9,0.00G,,0,-0.17,12819.4,769.67,0.83,2.33,11.02,135.29,11900.0
719,71560,99999,2016-01-20,28.0,24,22.7,24,1021.3,24,1011.3,24,3.7,24,2.5,24,4.1,,33.6,24.1,0.00G,,0,-2.22,13138.1,821.94,0.52,3.19,10.67,133.9,12167.98
720,71560,99999,2016-01-21,31.2,24,24.9,24,1025.4,24,1015.5,24,4.9,24,3.8,24,6.0,,39.2,24.1,0.00G,,100000,-0.44,13140.75,880.73,1.17,5.6,11.04,131.27,12111.23
721,71560,99999,2016-01-22,36.7,24,32.6,24,1024.7,24,1014.9,24,6.1,24,5.2,24,8.9,,44.1,30.4,0.00G,,10000,2.61,12588.56,681.35,8.17,1.69,11.0,133.23,11753.19
722,71560,99999,2016-01-23,44.5,24,41.9,24,1034.0,24,1024.2,24,6.7,24,4.4,24,7.0,,46.2,41.9,0.01G,,0,6.94,10539.48,521.21,2.52,1.04,10.94,129.79,9873.92
723,71560,99999,2016-01-24,47.4,24,43.8,24,1032.1,24,1022.4,24,10.4,24,4.2,24,6.0,,52.2,43.0,0.02G,,10000,8.56,9616.58,416.31,3.75,1.85,10.85,135.15,9048.67
724,71560,99999,2016-01-25,48.6,24,41.6,24,1026.9,24,1017.3,24,12.0,24,4.9,24,8.0,,56.8,41.4,0.00G,,0,9.22,10274.85,423.65,6.5,6.25,10.62,130.81,9696.73
725,71560,99999,2016-01-26,50.1,24,44.8,24,1025.9,24,1016.3,24,9.5,24,6.8,24,12.0,,53.4,45.7,0.00G,,10000,10.06,10093.65,414.58,13.69,3.0,11.06,128.08,9523.02
726,71560,99999,2016-01-27,51.8,24,44.6,24,1019.9,24,1010.5,24,11.7,24,9.9,24,12.0,,54.1,49.8,0.01G,,10000,11.0,9985.88,407.48,22.12,1.69,10.9,130.98,9412.75
727,71560,99999,2016-01-28,47.6,24,39.9,24,1026.8,24,1017.1,24,12.0,24,4.0,24,7.0,,53.1,41.2,0.11G,,10000,8.67,10082.42,425.6,2.9,2.19,9.65,135.15,9506.96
728,71560,99999,2016-01-29,44.8,24,38.4,24,1029.6,24,1019.9,24,11.8,24,7.2,24,13.0,,49.3,38.8,0.00G,,10000,7.11,10487.1,429.04,14.5,2.98,6.81,142.81,9891.15
729,71560,99999,2016-01-30,47.0,24,42.1,24,1017.9,24,1008.4,24,10.9,24,10.2,24,17.1,,49.5,44.2,0.01G,,10000,8.33,9493.81,307.12,19.69,0.46,6.58,157.88,9002.27
730,71560,99999,2016-01-31,50.9,24,46.5,18,1015.9,24,1006.5,24,10.5,24,6.7,24,13.0,,57.0,44.2,0.37G,,10000,10.5,8865.67,300.98,13.48,1.27,7.02,153.25,8389.58
731,71560,99999,2016-02-01,54.0,24,46.1,24,1024.9,24,1015.4,24,12.3,24,8.2,24,12.0,,57.0,52.5,0.06G,,10000,12.22,9491.06,304.83,16.06,1.52,7.88,143.58,9017.1
732,71560,99999,2016-02-02,50.4,24,45.4,24,1021.8,24,1012.3,24,11.2,24,8.0,24,11.1,,55.0,45.1,0.00G,,10000,10.22,9678.06,303.77,14.21,1.52,6.33,144.5,9207.73
733,71560,99999,2016-02-03,44.0,24,36.2,24,1025.3,24,1015.6,24,12.4,24,7.5,24,12.0,,47.5,41.7,0.08G,,0,6.67,10320.9,443.79,12.42,5.69,6.29,144.92,9707.77
734,71560,99999,2016-02-04,46.5,24,41.6,24,1029.7,24,1020.0,24,11.9,24,6.5,24,8.9,,52.7,39.9,0.02G,,10000,8.06,10665.88,442.62,13.21,1.17,8.08,140.75,10060.08
735,71560,99999,2016-02-05,49.7,24,45.7,24,1025.1,24,1015.5,24,11.0,24,5.5,24,9.9,,52.2,46.8,0.01G,,0,9.83,9916.4,442.67,3.94,1.17,7.5,143.27,9317.94
736,71560,99999,2016-02-06,51.0,24,41.3,24,1008.8,24,999.4,24,12.4,24,8.4,24,15.0,,57.7,43.7,0.00G,,0,10.56,8821.85,391.6,20.42,4.75,6.65,152.79,8245.69
737,71560,99999,2016-02-07,48.3,24,38.5,24,1003.2,24,993.8,24,11.7,24,10.2,24,17.1,,55.8,44.8,0.15G,,10000,9.06,8451.04,390.38,19.54,5.33,6.56,145.38,7883.85
738,71560,99999,2016-02-08,49.4,24,40.3,24,1001.1,24,991.8,24,10.9,24,13.9,24,18.1,,53.4,43.5,0.02G,,10000,9.67,9833.92,399.38,26.17,3.19,6.81,143.75,9254.5
739,71560,99999,2016-02-09,45.0,24,39.6,24,994.0,24,984.6,24,10.5,24,10.4,24,18.1,,55.2,37.8,0.24G,,10000,7.22,10290.65,400.46,24.02,2.1,5.42,137.06,9721.71
740,71560,99999,2016-02-10,41.8,24,33.1,24,1001.6,24,992.1,24,12.4,24,9.2,24,15.9,,48.4,37.4,0.34G,,0,5.44,10758.0,414.02,21.15,6.77,2.23,138.94,10175.02
741,71560,99999,2016-02-11,42.1,24,34.3,24,1006.8,24,997.3,24,12.0,24,5.0,24,8.0,,48.9,38.3,0.02G,,10000,5.61,10593.71,537.31,4.71,6.58,0.0,142.81,9902.35
742,71560,99999,2016-02-12,39.0,24,35.4,24,996.1,24,986.6,24,11.2,24,5.7,24,8.9,,42.6,36.7,0.01G,,10000,3.89,10956.17,418.4,7.54,1.38,0.0,144.02,10384.94
743,71560,99999,2016-02-13,43.9,24,40.9,24,986.0,24,976.7,24,8.1,24,6.7,24,11.1,,48.7,39.0,0.16G,,10000,6.61,9839.42,393.02,17.79,1.71,0.0,149.1,9277.81
744,71560,99999,2016-02-14,42.9,24,36.9,24,993.2,24,983.8,24,11.6,24,6.0,24,11.1,,47.5,39.4,0.45G,,10000,6.06,9442.71,390.75,6.9,2.31,0.0,152.48,8890.1
745,71560,99999,2016-02-15,39.5,18,31.6,18,1017.9,18,1008.2,18,12.4,18,10.1,18,15.0,,45.3,37.6,0.10G,,0,4.17,11046.23,510.6,15.98,6.06,0.0,134.98,10378.5
746,71560,99999,2016-02-16,37.7,24,25.5,24,1033.8,24,1023.9,24,12.4,24,6.2,24,11.1,,43.5,33.8,0.00G,,0,3.17,11487.83,450.35,6.77,9.9,0.0,139.48,10881.29
747,71560,99999,2016-02-17,33.6,24,25.2,24,1021.2,24,1011.3,24,10.9,24,2.7,24,7.0,,40.6,29.7,0.00G,,0,0.89,12068.88,725.6,1.08,5.42,0.0,145.25,11191.69
748,71560,99999,2016-02-18,34.7,20,29.5,20,1015.8,20,1006.1,20,7.9,20,5.1,20,8.0,,41.0,29.7,0.00G,,10000,1.5,12272.42,1763.06,3.12,2.44,0.0,141.08,10362.58
749,71560,99999,2016-02-19,41.7,24,32.2,24,1022.2,24,1012.5,24,12.4,24,4.7,24,8.0,,49.6,34.3,0.03G,,0,5.39,11243.19,510.1,9.06,8.27,0.0,140.06,10575.54
750,71560,99999,2016-02-20,50.2,24,45.5,24,1018.8,24,1009.3,24,9.7,24,9.7,24,13.0,,54.7,41.9,0.05G,,10000,10.11,9472.15,388.33,27.88,1.94,0.0,150.65,8903.29
751,71560,99999,2016-02-21,52.8,24,46.3,24,1020.1,24,1010.7,24,11.7,24,8.2,24,12.0,,55.9,51.1,0.02G,,10000,11.56,8344.69,388.73,21.71,2.48,0.0,150.98,7780.54
752,71560,99999,2016-02-22,51.6,24,44.8,24,1013.9,24,1004.5,24,12.0,24,8.0,24,11.1,,54.9,49.6,0.00G,,10000,10.89,9413.33,398.21,16.5,2.98,0.0,148.25,8847.38
753,71560,99999,2016-02-23,44.7,24,35.0,24,1017.0,24,1007.4,24,10.6,24,5.8,24,9.9,,51.6,41.0,0.24G,,10000,7.06,9856.96,415.52,7.75,6.48,0.0,146.73,9280.44
754,71560,99999,2016-02-24,40.6,24,32.6,24,1016.8,24,1007.1,24,11.7,24,4.3,24,8.0,,47.1,36.0,0.02G,,10000,4.78,10603.79,536.75,4.9,3.71,0.0,149.17,9909.19
755,71560,99999,2016-02-25,39.8,24,29.0,24,1016.2,24,1006.5,24,11.2,24,4.2,24,8.0,,45.3,35.2,0.01G,,0,4.33,10648.88,506.33,2.71,7.56,0.0,144.23,9987.88
756,71560,99999,2016-02-26,38.5,24,25.4,24,1011.0,24,1001.3,24,10.7,24,4.8,24,8.9,,45.5,32.4,0.00G,,0,3.61,10781.1,513.9,3.21,6.21,0.0,144.73,10112.85
757,71560,99999,2016-02-27,39.6,24,26.3,24,1004.7,24,995.1,24,11.6,24,8.0,24,11.1,,46.6,33.8,0.00G,,0,4.22,9872.69,398.31,19.19,9.42,0.0,140.42,9305.25
758,71560,99999,2016-02-28,38.8,24,24.9,24,1012.8,24,1003.2,24,10.4,24,11.1,24,15.0,,45.7,33.4,0.00G,,0,3.78,9766.46,398.92,22.81,7.08,0.0,127.65,9209.96
759,71560,99999,2016-02-29,39.5,24,25.7,24,1022.3,24,1012.6,24,11.9,24,10.9,24,14.0,,46.8,33.4,0.00G,,0,4.17,10922.98,518.23,17.73,11.52,0.79,126.1,10248.71
760,71560,99999,2016-03-01,42.0,24,36.5,24,1020.1,24,1010.4,24,9.8,24,6.2,24,11.1,,49.8,35.8,0.00G,,10000,5.56,11128.38,414.29,12.23,2.1,1.9,143.71,10554.38
761,71560,99999,2016-03-02,45.8,24,36.3,24,1006.3,24,996.8,24,11.5,24,8.9,24,14.0,,51.6,35.2,0.16G,,10000,7.67,10320.46,385.85,22.23,6.83,3.25,145.62,9756.52
762,71560,99999,2016-03-03,43.6,24,34.4,23,1006.0,24,996.5,24,11.9,24,8.8,24,20.0,,47.5,40.6,0.20G,,10000,6.44,10509.79,449.81,19.04,5.67,4.29,147.38,9883.48
763,71560,99999,2016-03-04,43.3,24,37.5,18,994.9,24,985.5,24,10.3,24,5.2,24,11.1,,49.1,39.6,0.20G,,10000,6.28,10300.52,398.23,9.46,4.15,3.56,155.48,9729.52
764,71560,99999,2016-03-05,39.6,24,32.6,24,997.6,24,988.1,24,10.3,24,6.1,24,9.9,,46.4,33.6,0.48G,,11000,4.22,9814.92,395.92,7.23,4.46,1.92,154.04,9251.42
765,71560,99999,2016-03-06,41.5,24,31.3,24,1005.8,24,996.2,24,12.3,24,5.8,24,9.9,,46.8,37.8,0.08G,,10000,5.28,9562.19,388.31,5.52,6.65,0.0,147.81,9013.48
766,71560,99999,2016-03-07,39.4,24,30.9,24,1007.4,24,997.8,24,12.2,24,6.9,24,11.1,,43.9,37.0,0.01G,,10000,4.11,10946.71,545.85,8.19,5.46,0.0,146.79,10240.4
767,71560,99999,2016-03-08,42.2,24,30.3,24,1016.8,24,1007.2,24,12.4,24,4.8,24,8.0,,48.9,36.9,0.02G,,0,5.67,10929.12,567.29,4.35,6.94,0.0,145.71,10204.6
768,71560,99999,2016-03-09,43.1,24,36.3,24,1001.7,24,992.2,24,11.4,24,8.4,24,14.0,,48.9,39.7,0.00G,,10000,6.17,10648.77,493.48,19.17,3.75,0.0,142.27,9990.17
769,71560,99999,2016-03-10,45.0,24,37.1,24,1016.8,24,1007.2,24,11.7,24,3.3,24,7.0,,48.9,41.0,0.24G,,0,7.22,10611.25,496.12,1.35,4.38,0.0,137.25,9972.02
770,71560,99999,2016-03-11,47.0,24,34.0,24,1025.6,24,1016.0,24,5.0,24,4.4,24,8.0,,53.4,40.1,0.00G,,0,8.33,9979.27,501.31,3.21,10.35,0.0,149.17,9315.29
771,71560,99999,2016-03-12,46.0,24,32.6,24,1028.4,24,1018.7,24,5.2,24,5.5,24,8.9,,54.0,38.1,0.00G,,0,7.78,9023.96,419.42,6.25,12.12,0.0,143.98,8441.96
772,71560,99999,2016-03-13,44.2,24,32.2,24,1029.3,24,1019.6,24,7.5,24,8.2,24,12.0,,52.9,35.4,0.00G,,0,6.78,8806.67,403.52,15.83,12.75,0.0,136.77,8237.62
773,71560,99999,2016-03-14,43.4,24,31.5,24,1027.4,24,1017.6,24,9.8,24,7.6,24,9.9,,49.1,38.1,0.00G,,0,6.33,10166.79,419.17,18.54,8.75,0.48,133.4,9586.67
774,71560,99999,2016-03-15,46.1,24,30.2,24,1024.7,24,1015.1,24,8.9,24,6.7,24,11.1,,55.8,36.9,0.00G,,0,7.83,10113.0,415.85,9.94,11.31,0.96,134.29,9540.94
775,71560,99999,2016-03-16,43.8,24,29.2,24,1023.3,24,1013.7,24,9.7,24,9.4,24,13.0,,52.7,39.2,0.01G,,0,6.56,10270.15,498.33,18.9,6.1,1.21,141.98,9603.73
776,71560,99999,2016-03-17,46.1,24,30.2,24,1025.7,24,1016.0,24,10.4,24,5.5,24,8.9,,55.8,37.4,0.00G,,0,7.83,10043.94,540.48,6.42,13.08,3.33,139.58,9341.15
777,71560,99999,2016-03-18,44.2,24,34.4,24,1023.2,24,1013.6,24,4.0,24,6.5,24,8.9,,52.7,38.1,0.00G,,0,6.78,9867.69,416.23,6.31,11.46,5.56,143.48,9284.94
778,71560,99999,2016-03-19,42.7,24,35.3,24,1022.4,24,1012.8,24,7.3,24,7.4,24,9.9,,46.9,40.6,0.00G,,10000,5.94,9473.21,419.1,6.88,2.12,6.31,151.6,8887.38
779,71560,99999,2016-03-20,43.0,24,32.6,24,1021.7,24,1012.0,24,10.3,24,7.5,24,11.1,,44.8,41.0,0.00G,,0,6.11,9206.94,399.73,8.81,3.69,7.65,150.96,8636.12
780,71560,99999,2016-03-21,46.4,24,35.1,24,1021.2,24,1011.7,24,10.9,24,7.0,24,11.1,,51.3,40.6,0.00G,,0,8.0,10018.42,419.98,6.69,6.54,8.88,143.44,9432.88
781,71560,99999,2016-03-22,49.2,23,33.4,23,1016.0,23,1006.5,23,10.8,23,6.4,23,9.9,,56.5,44.1,0.00G,,0,9.56,9584.27,411.02,7.9,11.73,10.38,150.73,8992.42
782,71560,99999,2016-03-23,47.9,14,35.9,14,1015.5,14,1006.0,14,10.8,14,7.5,14,9.9,,52.2,40.3,0.00G,,0,8.83,9875.81,411.9,9.25,4.69,9.92,147.23,9292.92
783,71560,99999,2016-03-24,48.7,24,34.5,24,1017.1,24,1007.6,24,8.4,24,4.3,24,6.0,,52.0,45.5,0.00G,,0,9.28,9646.44,411.23,3.4,5.62,10.54,151.58,9063.92
784,71560,99999,2016-03-25,50.1,24,43.5,24,1016.3,24,1006.8,24,8.7,24,5.0,24,7.0,,59.2,45.0,0.08G,,10000,10.06,9339.15,456.83,8.98,4.21,11.02,145.12,8713.1
785,71560,99999,2016-03-26,52.5,24,45.0,24,1013.0,24,1003.7,24,10.5,24,7.9,24,13.0,,59.2,45.1,0.06G,,10000,11.39,8182.62,297.94,13.69,7.19,11.46,143.17,7709.08
786,71560,99999,2016-03-27,49.7,24,40.7,24,1009.3,24,999.8,24,12.0,24,8.9,24,14.0,,59.0,44.1,0.41G,,10000,9.83,7587.9,296.31,20.9,11.33,11.0,144.62,7103.77
787,71560,99999,2016-03-28,51.1,24,40.2,24,1000.8,24,991.5,24,11.9,24,12.3,24,19.0,,59.5,44.1,0.10G,,10000,10.61,8014.44,291.73,28.67,9.77,10.71,135.62,7537.94
788,71560,99999,2016-03-29,49.9,24,41.5,24,1009.9,24,1000.5,24,12.2,24,7.1,24,11.1,,58.8,42.6,0.37G,,0,9.94,9200.04,375.65,16.06,9.31,10.0,132.52,8656.44
789,71560,99999,2016-03-30,48.1,24,42.4,24,1011.6,24,1002.2,24,11.0,24,4.0,24,8.0,,53.4,45.5,0.15G,,10000,8.94,9425.67,409.33,4.73,3.77,9.54,130.04,8868.12
790,71560,99999,2016-03-31,44.2,24,40.5,24,1011.9,24,1002.4,24,8.6,24,10.0,24,13.0,,46.0,43.0,0.34G,,10000,6.78,9842.6,562.42,15.69,1.54,9.98,119.77,9133.4
791,71560,99999,2016-04-01,46.7,24,37.4,24,1020.1,24,1010.5,24,7.5,24,5.0,24,8.0,,55.0,41.7,0.72G,,0,8.17,9712.56,220.42,5.0,8.88,9.31,116.19,9352.79
792,71560,99999,2016-04-02,46.3,24,41.5,24,1014.2,24,1004.6,24,6.5,24,3.7,24,7.0,,51.6,39.0,0.00G,,10000,7.94,8971.04,-3.12,4.6,3.94,7.96,127.56,8830.17
793,71560,99999,2016-04-03,58.9,24,48.4,24,1007.4,24,998.1,24,9.1,24,5.6,24,8.9,,70.7,48.9,0.13G,,10000,14.94,7526.02,-4.73,4.9,13.21,6.56,126.88,7379.31
794,71560,99999,2016-04-04,55.5,24,44.0,24,1005.8,24,996.5,24,12.3,24,5.8,24,9.9,,64.2,49.5,0.12G,,10000,13.06,8238.83,-4.67,5.9,10.12,6.46,122.1,8098.71
795,71560,99999,2016-04-05,55.0,24,43.0,24,1009.5,24,1000.2,24,12.4,24,4.2,24,8.9,,63.1,50.9,0.02G,,0,12.78,8235.88,47.4,1.73,11.38,6.42,121.92,8047.21
796,71560,99999,2016-04-06,51.6,24,41.1,24,1014.0,24,1004.6,24,12.1,24,7.1,24,12.0,,59.5,47.1,0.00G,,10000,10.89,8438.02,-4.94,9.46,9.54,3.08,120.65,8300.25
797,71560,99999,2016-04-07,47.4,23,35.8,23,1013.8,23,1004.3,23,12.4,23,6.0,23,9.9,,54.0,42.3,0.07G,,0,8.56,8848.79,48.06,9.96,11.35,2.77,111.88,8664.6
798,71560,99999,2016-04-08,49.3,24,38.3,24,1013.1,24,1003.6,24,12.3,24,4.2,24,7.0,,57.0,44.6,0.12G,,0,9.61,8795.1,-10.96,1.98,9.19,1.08,123.73,8670.04
799,71560,99999,2016-04-09,47.9,24,39.5,24,1008.0,24,998.5,24,12.0,24,5.5,24,11.1,,57.0,40.8,0.00G,,10000,8.83,8084.44,-7.25,4.38,9.67,1.0,125.44,7951.38
800,71560,99999,2016-04-10,52.9,24,40.5,24,1006.9,24,997.5,24,11.0,24,6.4,24,11.1,,64.8,39.2,0.08G,,0,11.61,7575.1,-7.02,10.23,17.83,1.65,119.6,7433.04
801,71560,99999,2016-04-11,53.4,24,44.7,24,1006.6,24,997.3,24,11.0,24,5.2,24,8.9,,62.2,47.5,0.00G,,10000,11.89,8429.62,43.46,4.88,4.98,4.46,102.71,8269.15
802,71560,99999,2016-04-12,52.6,23,43.9,23,1008.7,23,999.4,23,11.8,23,4.3,23,8.0,,63.1,42.6,0.14G,,0,11.44,8563.94,-6.4,2.58,10.06,6.9,90.62,8460.0
803,71560,99999,2016-04-13,55.2,24,44.9,24,1008.5,24,999.2,24,11.5,24,3.7,24,8.0,,63.5,49.1,0.12G,,10000,12.89,8202.08,81.94,3.33,11.4,7.48,98.19,7999.79
804,71560,99999,2016-04-14,54.2,24,45.0,24,1011.1,24,1001.8,24,12.2,24,4.4,24,8.0,,63.7,47.8,0.03G,,10000,12.33,8071.75,-5.54,3.62,11.12,8.5,97.71,7956.54
805,71560,99999,2016-04-15,54.7,24,45.6,24,1005.6,24,996.3,24,12.4,24,7.3,24,12.0,,61.3,48.9,0.11G,,0,12.61,7929.04,-6.06,13.96,11.23,8.5,98.92,7802.54
806,71560,99999,2016-04-16,52.7,24,40.6,24,1004.7,24,995.3,24,12.4,24,6.8,24,9.9,,60.8,46.4,0.14G,,0,11.5,7272.4,-6.73,7.52,9.98,8.79,103.92,7148.94
807,71560,99999,2016-04-17,46.0,24,33.4,24,1015.0,24,1005.5,24,12.4,24,5.3,24,8.0,,54.3,41.7,0.00G,,10000,7.78,7374.02,-6.92,4.56,11.4,9.17,113.19,7242.56
808,71560,99999,2016-04-18,49.6,24,29.9,24,1024.1,24,1014.5,24,12.4,24,4.1,24,7.0,,59.0,39.4,0.00G,,0,9.78,8515.23,324.5,2.77,16.94,7.58,116.25,8047.23
809,71560,99999,2016-04-19,53.4,24,37.1,24,1027.1,24,1017.6,24,12.3,24,4.9,24,8.9,,62.2,43.9,0.00G,,0,11.89,8214.46,330.31,4.35,14.27,6.25,117.27,7742.04
810,71560,99999,2016-04-20,57.2,24,36.7,24,1024.7,24,1015.3,24,12.2,24,8.7,24,11.1,,68.5,45.1,0.00G,,0,14.0,7903.17,137.92,21.71,16.73,6.6,118.04,7602.19
811,71560,99999,2016-04-21,61.4,24,41.9,24,1019.7,24,1010.4,24,12.4,24,3.9,24,5.1,,71.6,52.2,0.00G,,0,16.33,7580.58,55.06,3.58,11.6,6.94,119.48,7383.81
812,71560,99999,2016-04-22,58.6,24,45.6,24,1016.9,24,1007.6,24,10.0,24,3.7,24,7.0,,67.5,54.1,0.00G,,10000,14.78,7371.56,-6.75,2.48,7.4,9.42,121.0,7237.83
813,71560,99999,2016-04-23,48.9,24,36.6,24,1016.2,24,1006.7,24,10.8,24,9.0,24,12.0,,59.2,42.8,0.02G,,10000,9.39,7132.23,-5.98,7.1,5.58,9.6,118.04,6997.9
814,71560,99999,2016-04-24,43.6,24,32.4,24,1019.4,24,1009.8,24,12.4,24,6.2,24,11.1,,49.3,39.2,0.00G,,10000,6.44,7630.5,-6.44,5.92,7.06,10.02,115.94,7498.02
815,71560,99999,2016-04-25,46.3,24,36.6,24,1013.4,24,1003.9,24,12.3,24,7.4,24,12.0,,53.4,39.6,0.08G,,10000,7.94,9027.17,-5.94,15.48,6.02,10.0,111.12,8890.44
816,71560,99999,2016-04-26,43.2,24,34.1,24,1008.4,24,998.9,24,11.9,24,5.1,24,12.0,,48.7,39.4,0.13G,,10000,6.22,9094.83,67.85,11.56,8.48,9.67,111.79,8885.27
817,71560,99999,2016-04-27,43.2,24,32.8,24,1013.2,24,1003.6,24,12.3,24,5.7,24,9.9,,53.1,36.5,0.04G,,0,6.22,9309.21,-5.75,5.77,12.73,10.54,113.33,9172.42
818,71560,99999,2016-04-28,46.6,24,31.0,24,1016.4,24,1006.8,24,12.4,24,4.3,24,8.0,,55.4,36.1,0.09G,,0,8.11,9121.92,47.92,1.54,13.1,10.1,115.38,8933.94
819,71560,99999,2016-04-29,49.7,24,38.2,24,1015.8,24,1006.3,24,12.4,24,6.5,24,11.1,,59.2,41.4,0.00G,,10000,9.83,8626.38,-7.27,9.54,10.81,11.65,118.02,8483.71
820,71560,99999,2016-04-30,46.9,24,37.8,24,1020.0,24,1010.4,24,12.1,24,7.1,24,12.0,,51.1,42.4,0.11G,,10000,8.28,8149.19,-5.75,7.5,6.6,11.71,126.04,8003.15
821,71560,99999,2016-05-01,51.3,24,33.8,24,1027.7,24,1018.1,24,12.4,24,7.7,24,12.0,,61.5,41.0,0.02G,,0,10.72,7494.9,-5.62,11.71,18.6,11.54,120.38,7338.25
